"행정구역","2023년02월_총인구수","2023년02월_세대수","2023년02월_세대당 인구","2023년02월_남자 인구수","2023년02월_여자 인구수","2023년02월_남여 비율"
"경기도 용인시 수지구 상현1동(4146557000)","20,128","6,634","          3.03","9,669","10,459","          0.92"
"경기도 용인시 수지구 상현2동(4146558000)","33,038","11,443","          2.89","16,033","17,005","          0.94"
"경기도 용인시 수지구 상현3동(4146558500)","27,719","11,142","          2.49","13,396","14,323","          0.94"
"경기도 용인시 수지구 성복동(4146559000)","54,634","18,823","          2.90","26,333","28,301","          0.93"
"경기도 파주시 (4148000000)","495,810","218,787","          2.27","251,548","244,262","          1.03"
"경기도 파주시 문산읍(4148025000)","47,572","21,780","          2.18","24,527","23,045","          1.06"
"경기도 파주시 파주읍(4148025300)","14,165","7,834","          1.81","7,539","6,626","          1.14"
"경기도 파주시 법원읍(4148025600)","10,152","5,558","          1.83","5,426","4,726","          1.15"
"경기도 파주시 조리읍(4148026200)","29,028","12,808","          2.27","14,737","14,291","          1.03"
"경기도 파주시 월롱면(4148031000)","9,241","7,029","          1.31","6,164","3,077","          2.00"
"경기도 파주시 탄현면(4148032000)","13,238","7,315","          1.81","7,274","5,964","          1.22"
"경기도 파주시 광탄면(4148035000)","10,873","5,844","          1.86","5,941","4,932","          1.20"
"경기도 파주시 파평면(4148036000)","3,765","2,080","          1.81","1,999","1,766","          1.13"
"경기도 파주시 적성면(4148037000)","7,142","3,651","          1.96","3,890","3,252","          1.20"
"경기도 파주시 장단면(4148039000)","736","309","          2.38","391","345","          1.13"
"경기도 파주시 금촌1동(4148051000)","22,313","12,696","          1.76","12,014","10,299","          1.17"
"경기도 파주시 금촌2동(4148052000)","31,931","12,978","          2.46","15,627","16,304","          0.96"
"경기도 파주시 금촌3동(4148053000)","26,346","11,052","          2.38","13,444","12,902","          1.04"
"경기도 파주시 교하동(4148054000)","7,686","4,033","          1.91","4,104","3,582","          1.15"
"경기도 파주시 운정1동(4148055000)","46,845","19,082","          2.45","22,946","23,899","          0.96"
"경기도 파주시 운정2동(4148056000)","62,581","24,091","          2.60","30,489","32,092","          0.95"
"경기도 파주시 운정3동(4148057000)","69,815","27,394","          2.55","34,037","35,778","          0.95"
"경기도 파주시 운정4동(4148058000)","22,833","9,986","          2.29","11,215","11,618","          0.97"
"경기도 파주시 운정5동(4148059000)","42,816","16,351","          2.62","21,355","21,461","          1.00"
"경기도 파주시 운정6동(4148060000)","16,732","6,916","          2.42","8,429","8,303","          1.02"
"경기도 이천시 (4150000000)","222,306","102,612","          2.17","115,745","106,561","          1.09"
"경기도 이천시 장호원읍(4150025000)","14,280","6,670","          2.14","7,222","7,058","          1.02"
"경기도 이천시 부발읍(4150025300)","36,409","16,321","          2.23","19,425","16,984","          1.14"
"경기도 이천시 신둔면(4150031000)","14,081","6,648","          2.12","7,349","6,732","          1.09"
"경기도 이천시 백사면(4150032000)","11,423","5,126","          2.23","5,833","5,590","          1.04"
"경기도 이천시 호법면(4150033000)","5,887","3,068","          1.92","3,181","2,706","          1.18"
"경기도 이천시 마장면(4150034000)","15,520","7,809","          1.99","8,469","7,051","          1.20"
"경기도 이천시 대월면(4150035000)","14,481","7,762","          1.87","7,439","7,042","          1.06"
"경기도 이천시 모가면(4150036000)","4,276","2,262","          1.89","2,302","1,974","          1.17"
"경기도 이천시 설성면(4150037000)","4,559","2,497","          1.83","2,435","2,124","          1.15"
"경기도 이천시 율면(4150038000)","2,620","1,469","          1.78","1,366","1,254","          1.09"
"경기도 이천시 창전동(4150051000)","16,567","8,551","          1.94","8,375","8,192","          1.02"
"경기도 이천시 증포동(4150051500)","57,114","20,923","          2.73","28,498","28,616","          1.00"
"경기도 이천시 중리동(4150052000)","15,162","8,578","          1.77","8,738","6,424","          1.36"
"경기도 이천시 관고동(4150053000)","9,927","4,928","          2.01","5,113","4,814","          1.06"
"경기도 안성시 (4155000000)","188,634","90,055","          2.09","97,562","91,072","          1.07"
"경기도 안성시 공도읍(4155025000)","60,006","26,003","          2.31","30,346","29,660","          1.02"
"경기도 안성시 보개면(4155031000)","5,219","2,626","          1.99","2,747","2,472","          1.11"
"경기도 안성시 금광면(4155032000)","7,293","3,630","          2.01","3,626","3,667","          0.99"
"경기도 안성시 서운면(4155033000)","3,154","1,637","          1.93","1,675","1,479","          1.13"
"경기도 안성시 미양면(4155034000)","5,676","3,005","          1.89","3,106","2,570","          1.21"
"경기도 안성시 대덕면(4155035000)","15,439","8,527","          1.81","8,758","6,681","          1.31"
"경기도 안성시 양성면(4155036000)","5,156","2,722","          1.89","2,704","2,452","          1.10"
"경기도 안성시 원곡면(4155038000)","6,593","3,581","          1.84","3,681","2,912","          1.26"
"경기도 안성시 일죽면(4155039000)","7,316","3,866","          1.89","3,837","3,479","          1.10"
"경기도 안성시 죽산면(4155040000)","6,795","3,762","          1.81","3,615","3,180","          1.14"
"경기도 안성시 삼죽면(4155041000)","3,667","2,157","          1.70","1,869","1,798","          1.04"
"경기도 안성시 고삼면(4155042000)","1,879","1,022","          1.84","995","884","          1.13"
"경기도 안성시 안성1동(4155051000)","12,012","5,768","          2.08","6,020","5,992","          1.00"
"경기도 안성시 안성2동(4155052000)","26,264","12,353","          2.13","13,419","12,845","          1.04"
"경기도 안성시 안성3동(4155053000)","22,165","9,396","          2.36","11,164","11,001","          1.01"
"경기도 김포시 (4157000000)","484,536","202,642","          2.39","242,067","242,469","          1.00"
"경기도 김포시 통진읍(4157025000)","31,461","16,433","          1.91","16,726","14,735","          1.14"
"경기도 김포시 고촌읍(4157025300)","47,939","18,317","          2.62","23,798","24,141","          0.99"
"경기도 김포시 양촌읍(4157025600)","29,838","15,021","          1.99","15,684","14,154","          1.11"
"경기도 김포시 대곶면(4157034000)","9,861","5,617","          1.76","5,749","4,112","          1.40"
"경기도 김포시 월곶면(4157035000)","5,318","3,086","          1.72","2,924","2,394","          1.22"
"경기도 김포시 하성면(4157036000)","8,082","4,195","          1.93","4,403","3,679","          1.20"
"경기도 김포시 김포본동(4157051500)","59,263","22,574","          2.63","29,110","30,153","          0.97"
"경기도 김포시 장기본동(4157052500)","39,010","13,719","          2.84","19,003","20,007","          0.95"
"경기도 김포시 사우동(4157054000)","21,855","9,703","          2.25","10,956","10,899","          1.01"
"경기도 김포시 풍무동(4157055000)","60,560","23,435","          2.58","29,418","31,142","          0.94"
"경기도 김포시 장기동(4157056000)","41,034","16,114","          2.55","20,040","20,994","          0.95"
"경기도 김포시 구래동(4157057000)","45,312","20,654","          2.19","22,559","22,753","          0.99"
"경기도 김포시 마산동(4157057500)","35,850","15,232","          2.35","17,756","18,094","          0.98"
"경기도 김포시 운양동(4157058000)","49,153","18,542","          2.65","23,941","25,212","          0.95"
"경기도 화성시 (4159000000)","918,865","391,705","          2.35","477,437","441,428","          1.08"
"경기도 화성시 봉담읍(4159025300)","88,068","36,984","          2.38","44,604","43,464","          1.03"
"경기도 화성시 우정읍(4159025600)","17,522","9,346","          1.87","9,619","7,903","          1.22"
"경기도 화성시 향남읍(4159025900)","86,494","39,874","          2.17","46,426","40,068","          1.16"
"경기도 화성시 남양읍(4159026200)","51,015","25,302","          2.02","27,722","23,293","          1.19"
"경기도 화성시 매송면(4159031000)","6,815","3,539","          1.93","3,634","3,181","          1.14"
"경기도 화성시 비봉면(4159032000)","7,000","3,944","          1.77","3,980","3,020","          1.32"
"경기도 화성시 마도면(4159033000)","6,953","4,105","          1.69","4,180","2,773","          1.51"
"경기도 화성시 송산면(4159034000)","10,954","5,731","          1.91","5,994","4,960","          1.21"
"경기도 화성시 서신면(4159035000)","7,208","4,057","          1.78","4,003","3,205","          1.25"
"경기도 화성시 팔탄면(4159036000)","10,027","6,331","          1.58","6,110","3,917","          1.56"
"경기도 화성시 장안면(4159037000)","10,177","5,739","          1.77","5,914","4,263","          1.39"
"경기도 화성시 양감면(4159040000)","4,009","2,449","          1.64","2,482","1,527","          1.63"
"경기도 화성시 정남면(4159041000)","11,266","6,313","          1.78","6,567","4,699","          1.40"
"경기도 화성시 새솔동(4159051500)","25,419","8,450","          3.01","12,747","12,672","          1.01"
"경기도 화성시 진안동(4159052000)","48,386","22,956","          2.11","26,361","22,025","          1.20"
"경기도 화성시 병점1동(4159053000)","36,815","15,840","          2.32","18,922","17,893","          1.06"
"경기도 화성시 병점2동(4159054000)","23,263","8,739","          2.66","11,351","11,912","          0.95"
"경기도 화성시 반월동(4159055000)","34,179","12,010","          2.85","17,309","16,870","          1.03"
"경기도 화성시 기배동(4159056000)","16,257","6,050","          2.69","8,261","7,996","          1.03"
"경기도 화성시 화산동(4159057000)","23,819","10,977","          2.17","12,600","11,219","          1.12"
"경기도 화성시 동탄1동(4159058500)","50,518","20,862","          2.42","26,141","24,377","          1.07"
"경기도 화성시 동탄2동(4159058600)","34,560","11,743","          2.94","16,988","17,572","          0.97"
"경기도 화성시 동탄3동(4159058700)","41,016","17,384","          2.36","21,174","19,842","          1.07"
"경기도 화성시 동탄4동(4159058800)","52,977","16,651","          3.18","26,305","26,672","          0.99"
"경기도 화성시 동탄5동(4159059000)","46,077","20,592","          2.24","23,082","22,995","          1.00"
"경기도 화성시 동탄6동(4159060000)","42,024","18,102","          2.32","21,639","20,385","          1.06"
"경기도 화성시 동탄7동(4159061000)","92,796","35,138","          2.64","46,582","46,214","          1.01"
"경기도 화성시 동탄8동(4159062000)","33,251","12,497","          2.66","16,740","16,511","          1.01"
"경기도 화성시동부출장소 (4159200000)","0","0","          0.00","0","0","          0.00"
"경기도 화성시동탄출장소 (4159400000)","0","0","          0.00","0","0","          0.00"
"경기도 광주시 (4161000000)","390,950","170,359","          2.29","199,466","191,484","          1.04"
"경기도 광주시 초월읍(4161025300)","48,136","20,953","          2.30","24,943","23,193","          1.08"
"경기도 광주시 곤지암읍(4161025900)","22,681","11,480","          1.98","12,146","10,535","          1.15"
"경기도 광주시 도척면(4161033000)","9,462","5,055","          1.87","5,194","4,268","          1.22"
"경기도 광주시 퇴촌면(4161034000)","15,832","7,607","          2.08","8,026","7,806","          1.03"
"경기도 광주시 남종면(4161035000)","1,455","809","          1.80","776","679","          1.14"
"경기도 광주시 남한산성면(4161037000)","2,350","1,185","          1.98","1,221","1,129","          1.08"
"경기도 광주시 경안동(4161051000)","29,295","13,343","          2.20","15,043","14,252","          1.06"
"경기도 광주시 송정동(4161052000)","21,565","9,666","          2.23","10,943","10,622","          1.03"
"경기도 광주시 쌍령동(4161054000)","18,134","7,161","          2.53","9,069","9,065","          1.00"
"경기도 광주시 탄벌동(4161055000)","38,676","16,353","          2.37","19,652","19,024","          1.03"
"경기도 광주시 광남1동(4161056000)","34,115","14,755","          2.31","17,443","16,672","          1.05"
"경기도 광주시 광남2동(4161057000)","33,355","11,647","          2.86","16,547","16,808","          0.98"
"경기도 광주시 오포1동(4161058000)","21,443","9,290","          2.31","11,052","10,391","          1.06"
"경기도 광주시 오포2동(4161059000)","34,081","13,683","          2.49","17,310","16,771","          1.03"
"경기도 광주시 신현동(4161060000)","36,898","17,010","          2.17","18,380","18,518","          0.99"
"경기도 광주시 능평동(4161061000)","23,472","10,362","          2.27","11,721","11,751","          1.00"
"경기도 양주시 (4163000000)","248,568","108,595","          2.29","125,679","122,889","          1.02"
"경기도 양주시 백석읍(4163025000)","25,758","11,746","          2.19","13,039","12,719","          1.03"
"경기도 양주시 은현면(4163031000)","5,584","3,101","          1.80","3,177","2,407","          1.32"
"경기도 양주시 남면(4163032000)","6,705","3,806","          1.76","3,773","2,932","          1.29"
"경기도 양주시 광적면(4163033000)","11,531","5,961","          1.93","6,265","5,266","          1.19"
"경기도 양주시 장흥면(4163034000)","11,579","6,014","          1.93","5,946","5,633","          1.06"
"경기도 양주시 양주1동(4163051000)","4,931","2,574","          1.92","2,574","2,357","          1.09"
"경기도 양주시 양주2동(4163052000)","51,036","20,276","          2.52","24,995","26,041","          0.96"
"경기도 양주시 회천1동(4163053000)","9,447","4,660","          2.03","5,006","4,441","          1.13"
"경기도 양주시 회천2동(4163054000)","29,439","12,829","          2.29","14,833","14,606","          1.02"
"경기도 양주시 회천3동(4163055000)","26,319","10,910","          2.41","13,050","13,269","          0.98"
"경기도 양주시 회천4동(4163056000)","66,239","26,718","          2.48","33,021","33,218","          0.99"
"경기도 포천시 (4165000000)","145,927","73,316","          1.99","77,332","68,595","          1.13"
"경기도 포천시 소흘읍(4165025000)","44,173","19,610","          2.25","22,531","21,642","          1.04"
"경기도 포천시 군내면(4165031000)","8,415","4,294","          1.96","4,566","3,849","          1.19"
"경기도 포천시 내촌면(4165032000)","4,461","2,620","          1.70","2,607","1,854","          1.41"
"경기도 포천시 가산면(4165033000)","7,377","4,244","          1.74","4,343","3,034","          1.43"
"경기도 포천시 신북면(4165034000)","12,136","6,427","          1.89","6,707","5,429","          1.24"
"경기도 포천시 창수면(4165035000)","2,058","1,154","          1.78","1,146","912","          1.26"
"경기도 포천시 영중면(4165036000)","4,676","2,671","          1.75","2,509","2,167","          1.16"
"경기도 포천시 일동면(4165037000)","9,336","5,017","          1.86","4,917","4,419","          1.11"
"경기도 포천시 이동면(4165038000)","5,926","3,265","          1.82","3,221","2,705","          1.19"
"경기도 포천시 영북면(4165039000)","7,994","4,366","          1.83","4,315","3,679","          1.17"
"경기도 포천시 관인면(4165040000)","2,613","1,465","          1.78","1,357","1,256","          1.08"
"경기도 포천시 화현면(4165041000)","2,665","1,422","          1.87","1,428","1,237","          1.15"
"경기도 포천시 포천동(4165051000)","19,315","9,162","          2.11","9,732","9,583","          1.02"
"경기도 포천시 선단동(4165052000)","14,782","7,599","          1.95","7,953","6,829","          1.16"
"경기도 여주시 (4167000000)","113,243","54,166","          2.09","57,643","55,600","          1.04"
"경기도 여주시 가남읍(4167025000)","14,773","7,430","          1.99","7,705","7,068","          1.09"
"경기도 여주시 점동면(4167031000)","4,830","2,333","          2.07","2,500","2,330","          1.07"
"경기도 여주시 흥천면(4167032000)","5,073","2,560","          1.98","2,678","2,395","          1.12"
"경기도 여주시 금사면(4167033000)","2,968","1,612","          1.84","1,523","1,445","          1.05"
"경기도 여주시 세종대왕면(4167034500)","6,070","3,085","          1.97","3,158","2,912","          1.08"
"경기도 여주시 대신면(4167035000)","6,810","3,669","          1.86","3,545","3,265","          1.09"
"경기도 여주시 북내면(4167036000)","4,815","2,447","          1.97","2,530","2,285","          1.11"
"경기도 여주시 강천면(4167037000)","4,330","2,322","          1.86","2,249","2,081","          1.08"
"경기도 여주시 산북면(4167038000)","2,495","1,248","          2.00","1,270","1,225","          1.04"
"경기도 여주시 여흥동(4167051000)","21,435","10,366","          2.07","10,726","10,709","          1.00"
"경기도 여주시 중앙동(4167052000)","21,183","9,067","          2.34","10,589","10,594","          1.00"
"경기도 여주시 오학동(4167053000)","18,461","8,027","          2.30","9,170","9,291","          0.99"
"경기도 연천군 (4180000000)","41,830","21,806","          1.92","21,979","19,851","          1.11"
"경기도 연천군 연천읍(4180025000)","7,310","3,838","          1.90","3,951","3,359","          1.18"
"경기도 연천군 전곡읍(4180025300)","18,529","8,827","          2.10","9,469","9,060","          1.05"
"경기도 연천군 군남면(4180031000)","3,070","1,691","          1.82","1,641","1,429","          1.15"
"경기도 연천군 청산면(4180032000)","4,241","2,519","          1.68","2,291","1,950","          1.17"
"경기도 연천군 백학면(4180033000)","2,524","1,362","          1.85","1,343","1,181","          1.14"
"경기도 연천군 미산면(4180034000)","1,704","973","          1.75","927","777","          1.19"
"경기도 연천군 왕징면(4180035000)","1,007","571","          1.76","547","460","          1.19"
"경기도 연천군 신서면(4180036000)","2,554","1,551","          1.65","1,347","1,207","          1.12"
"경기도 연천군 중면(4180037000)","175","101","          1.73","101","74","          1.36"
"경기도 연천군 장남면(4180038000)","716","373","          1.92","362","354","          1.02"
"경기도 가평군 (4182000000)","62,069","32,152","          1.93","32,069","30,000","          1.07"
"경기도 가평군 가평읍(4182025000)","19,570","9,574","          2.04","9,954","9,616","          1.04"
"경기도 가평군 설악면(4182031000)","9,661","5,283","          1.83","4,974","4,687","          1.06"
"경기도 가평군 청평면(4182032500)","13,859","7,389","          1.88","7,100","6,759","          1.05"
"경기도 가평군 상면(4182033000)","5,614","3,209","          1.75","2,981","2,633","          1.13"
"경기도 가평군 조종면(4182034500)","9,539","4,443","          2.15","5,076","4,463","          1.14"
"경기도 가평군 북면(4182035000)","3,826","2,254","          1.70","1,984","1,842","          1.08"
"경기도 양평군 (4183000000)","122,478","60,015","          2.04","61,574","60,904","          1.01"
"경기도 양평군 양평읍(4183025000)","32,430","14,664","          2.21","16,220","16,210","          1.00"
"경기도 양평군 강상면(4183031000)","10,249","4,723","          2.17","5,113","5,136","          1.00"
"경기도 양평군 강하면(4183032000)","4,897","2,656","          1.84","2,466","2,431","          1.01"
"경기도 양평군 양서면(4183033000)","13,952","6,752","          2.07","6,940","7,012","          0.99"
"경기도 양평군 옥천면(4183034000)","8,322","4,261","          1.95","4,244","4,078","          1.04"
"경기도 양평군 서종면(4183035000)","10,080","5,164","          1.95","5,021","5,059","          0.99"
"경기도 양평군 단월면(4183036000)","3,946","2,143","          1.84","2,031","1,915","          1.06"
"경기도 양평군 청운면(4183037000)","3,805","2,171","          1.75","1,955","1,850","          1.06"
"경기도 양평군 양동면(4183038000)","4,603","2,421","          1.90","2,330","2,273","          1.03"
"경기도 양평군 지평면(4183039500)","6,982","3,741","          1.87","3,555","3,427","          1.04"
"경기도 양평군 용문면(4183040000)","17,949","8,616","          2.08","9,048","8,901","          1.02"
"경기도 양평군 개군면(4183041000)","5,263","2,703","          1.95","2,651","2,612","          1.01"
"강원도  (4200000000)","1,534,067","756,314","          2.03","771,758","762,309","          1.01"
"강원도 춘천시 (4211000000)","286,839","134,241","          2.14","141,631","145,208","          0.98"
"강원도 춘천시 신북읍(4211025000)","7,308","3,627","          2.01","3,657","3,651","          1.00"
"강원도 춘천시 동면(4211031000)","19,353","8,067","          2.40","9,574","9,779","          0.98"
"강원도 춘천시 동산면(4211032000)","1,440","794","          1.81","777","663","          1.17"
"강원도 춘천시 신동면(4211033000)","2,593","1,227","          2.11","1,343","1,250","          1.07"
"강원도 춘천시 남면(4211034000)","1,074","659","          1.63","583","491","          1.19"
"강원도 춘천시 서면(4211035000)","3,701","1,968","          1.88","1,903","1,798","          1.06"
"강원도 춘천시 사북면(4211036000)","2,413","1,424","          1.69","1,201","1,212","          0.99"
"강원도 춘천시 북산면(4211038000)","974","633","          1.54","547","427","          1.28"
"강원도 춘천시 동내면(4211039000)","16,846","7,864","          2.14","8,405","8,441","          1.00"
"강원도 춘천시 남산면(4211040000)","3,362","1,964","          1.71","1,776","1,586","          1.12"
"강원도 춘천시 교동(4211052000)","3,561","2,414","          1.48","1,850","1,711","          1.08"
"강원도 춘천시 조운동(4211053000)","2,573","1,582","          1.63","1,273","1,300","          0.98"
"강원도 춘천시 약사명동(4211054500)","5,379","2,451","          2.19","2,614","2,765","          0.95"
"강원도 춘천시 근화동(4211057000)","8,579","4,305","          1.99","4,310","4,269","          1.01"
"강원도 춘천시 소양동(4211058000)","8,976","4,129","          2.17","4,406","4,570","          0.96"
"강원도 춘천시 후평1동(4211060000)","11,159","6,166","          1.81","5,565","5,594","          0.99"
"강원도 춘천시 후평2동(4211061000)","14,291","6,398","          2.23","6,773","7,518","          0.90"
"강원도 춘천시 후평3동(4211061100)","20,208","9,015","          2.24","9,617","10,591","          0.91"
"강원도 춘천시 효자1동(4211062000)","4,250","1,932","          2.20","2,140","2,110","          1.01"
"강원도 춘천시 효자2동(4211063000)","11,939","7,899","          1.51","6,320","5,619","          1.12"
"강원도 춘천시 효자3동(4211064000)","4,387","2,758","          1.59","2,193","2,194","          1.00"
"강원도 춘천시 석사동(4211065000)","33,868","15,130","          2.24","16,753","17,115","          0.98"
"강원도 춘천시 퇴계동(4211066000)","47,973","20,139","          2.38","23,072","24,901","          0.93"
"강원도 춘천시 강남동(4211067500)","25,697","10,970","          2.34","12,513","13,184","          0.95"
"강원도 춘천시 신사우동(4211070500)","24,935","10,726","          2.32","12,466","12,469","          1.00"
"강원도 원주시 (4213000000)","360,933","169,217","          2.13","178,928","182,005","          0.98"
"강원도 원주시 문막읍(4213025000)","18,012","9,089","          1.98","9,183","8,829","          1.04"
"강원도 원주시 소초면(4213031000)","8,413","4,478","          1.88","4,501","3,912","          1.15"
"강원도 원주시 호저면(4213032000)","3,591","1,892","          1.90","1,871","1,720","          1.09"
"강원도 원주시 지정면(4213033000)","29,613","11,926","          2.48","14,617","14,996","          0.97"
"강원도 원주시 부론면(4213035000)","2,185","1,285","          1.70","1,122","1,063","          1.06"
"강원도 원주시 귀래면(4213036000)","2,175","1,226","          1.77","1,122","1,053","          1.07"
"강원도 원주시 흥업면(4213037000)","9,423","5,276","          1.79","5,018","4,405","          1.14"
"강원도 원주시 판부면(4213038000)","7,282","3,836","          1.90","3,873","3,409","          1.14"
"강원도 원주시 신림면(4213039000)","3,600","2,042","          1.76","1,855","1,745","          1.06"
"강원도 원주시 중앙동(4213051500)","2,437","1,594","          1.53","1,279","1,158","          1.10"
"강원도 원주시 원인동(4213052000)","4,185","2,287","          1.83","1,969","2,216","          0.89"
"강원도 원주시 개운동(4213053000)","12,538","5,868","          2.14","6,005","6,533","          0.92"
"강원도 원주시 명륜1동(4213054100)","8,102","3,665","          2.21","3,879","4,223","          0.92"
"강원도 원주시 명륜2동(4213054200)","18,779","9,063","          2.07","9,052","9,727","          0.93"
"강원도 원주시 단구동(4213055000)","43,948","20,025","          2.19","21,565","22,383","          0.96"
"강원도 원주시 일산동(4213056000)","8,495","4,623","          1.84","4,099","4,396","          0.93"
"강원도 원주시 학성동(4213057500)","4,470","2,395","          1.87","2,207","2,263","          0.98"
"강원도 원주시 단계동(4213059000)","28,668","13,404","          2.14","13,916","14,752","          0.94"
"강원도 원주시 우산동(4213060000)","13,463","6,680","          2.02","7,097","6,366","          1.11"
"강원도 원주시 태장1동(4213061000)","10,205","4,911","          2.08","5,099","5,106","          1.00"
"강원도 원주시 태장2동(4213062000)","24,608","11,459","          2.15","12,306","12,302","          1.00"
"강원도 원주시 봉산동(4213063500)","7,628","3,778","          2.02","3,771","3,857","          0.98"
"강원도 원주시 행구동(4213065000)","8,884","3,607","          2.46","4,376","4,508","          0.97"
"강원도 원주시 무실동(4213066000)","35,354","15,511","          2.28","17,298","18,056","          0.96"
"강원도 원주시 반곡관설동(4213067500)","44,875","19,297","          2.33","21,848","23,027","          0.95"
"강원도 강릉시 (4215000000)","210,940","103,427","          2.04","104,548","106,392","          0.98"
"강원도 강릉시 주문진읍(4215025000)","16,334","9,133","          1.79","7,971","8,363","          0.95"
"강원도 강릉시 성산면(4215031000)","3,496","1,758","          1.99","1,789","1,707","          1.05"
"강원도 강릉시 왕산면(4215032000)","1,562","897","          1.74","847","715","          1.18"
"강원도 강릉시 구정면(4215033000)","4,248","2,055","          2.07","2,158","2,090","          1.03"
"강원도 강릉시 강동면(4215034000)","4,024","2,205","          1.82","2,131","1,893","          1.13"
"강원도 강릉시 옥계면(4215035000)","3,408","1,925","          1.77","1,742","1,666","          1.05"
"강원도 강릉시 사천면(4215036000)","4,765","2,520","          1.89","2,428","2,337","          1.04"
"강원도 강릉시 연곡면(4215037000)","6,267","3,285","          1.91","3,144","3,123","          1.01"
"강원도 강릉시 홍제동(4215051000)","14,962","7,069","          2.12","7,273","7,689","          0.95"
"강원도 강릉시 중앙동(4215052000)","4,608","2,768","          1.66","2,198","2,410","          0.91"
"강원도 강릉시 옥천동(4215054000)","3,263","2,039","          1.60","1,673","1,590","          1.05"
"강원도 강릉시 교1동(4215055000)","25,556","11,858","          2.16","12,447","13,109","          0.95"
"강원도 강릉시 교2동(4215056000)","7,540","3,806","          1.98","3,758","3,782","          0.99"
"강원도 강릉시 포남1동(4215057100)","10,595","5,584","          1.90","5,149","5,446","          0.95"
"강원도 강릉시 포남2동(4215057200)","12,513","6,583","          1.90","6,134","6,379","          0.96"
"강원도 강릉시 초당동(4215058000)","4,582","2,336","          1.96","2,233","2,349","          0.95"
"강원도 강릉시 송정동(4215059000)","9,828","4,115","          2.39","4,703","5,125","          0.92"
"강원도 강릉시 내곡동(4215060000)","16,540","7,895","          2.09","8,323","8,217","          1.01"
"강원도 강릉시 강남동(4215061500)","17,338","8,205","          2.11","8,707","8,631","          1.01"
"강원도 강릉시 성덕동(4215064500)","28,148","12,158","          2.32","13,926","14,222","          0.98"
"강원도 강릉시 경포동(4215066500)","11,363","5,233","          2.17","5,814","5,549","          1.05"
"강원도 동해시 (4217000000)","89,234","43,265","          2.06","45,325","43,909","          1.03"
"강원도 동해시 천곡동(4217051000)","30,387","13,996","          2.17","15,082","15,305","          0.99"
"강원도 동해시 송정동(4217052000)","3,560","2,125","          1.68","1,955","1,605","          1.22"
"강원도 동해시 북삼동(4217053000)","19,782","8,900","          2.22","10,244","9,538","          1.07"
"강원도 동해시 부곡동(4217054000)","4,843","2,600","          1.86","2,368","2,475","          0.96"
"강원도 동해시 동호동(4217055000)","4,994","2,581","          1.93","2,518","2,476","          1.02"
"강원도 동해시 발한동(4217057000)","3,212","1,912","          1.68","1,630","1,582","          1.03"
"강원도 동해시 묵호동(4217059000)","2,879","1,713","          1.68","1,434","1,445","          0.99"
"강원도 동해시 북평동(4217060000)","13,505","6,122","          2.21","6,952","6,553","          1.06"
"강원도 동해시 망상동(4217063000)","3,410","1,818","          1.88","1,735","1,675","          1.04"
"강원도 동해시 삼화동(4217065000)","2,662","1,498","          1.78","1,407","1,255","          1.12"
"강원도 태백시 (4219000000)","39,131","20,223","          1.93","19,725","19,406","          1.02"
"강원도 태백시 황지동(4219051500)","5,852","2,830","          2.07","2,855","2,997","          0.95"
"강원도 태백시 황연동(4219052500)","4,096","2,302","          1.78","2,095","2,001","          1.05"
"강원도 태백시 삼수동(4219053500)","5,355","2,745","          1.95","2,728","2,627","          1.04"
"강원도 태백시 상장동(4219054000)","12,702","5,985","          2.12","6,405","6,297","          1.02"
"강원도 태백시 문곡소도동(4219058500)","3,628","1,984","          1.83","1,806","1,822","          0.99"
"강원도 태백시 장성동(4219059500)","3,212","1,720","          1.87","1,597","1,615","          0.99"
"강원도 태백시 구문소동(4219060500)","2,343","1,422","          1.65","1,212","1,131","          1.07"
"강원도 태백시 철암동(4219061500)","1,943","1,235","          1.57","1,027","916","          1.12"
"강원도 속초시 (4221000000)","82,685","41,202","          2.01","40,970","41,715","          0.98"
"강원도 속초시 영랑동(4221051000)","4,283","2,462","          1.74","2,256","2,027","          1.11"
"강원도 속초시 동명동(4221052000)","3,463","1,853","          1.87","1,743","1,720","          1.01"
"강원도 속초시 금호동(4221054000)","5,906","3,138","          1.88","2,912","2,994","          0.97"
"강원도 속초시 교동(4221056000)","9,415","4,900","          1.92","4,640","4,775","          0.97"
"강원도 속초시 노학동(4221057000)","21,564","10,670","          2.02","10,779","10,785","          1.00"
"강원도 속초시 조양동(4221058000)","30,062","13,650","          2.20","14,607","15,455","          0.95"
"강원도 속초시 청호동(4221059000)","4,941","2,775","          1.78","2,468","2,473","          1.00"
"강원도 속초시 대포동(4221060000)","3,051","1,754","          1.74","1,565","1,486","          1.05"
"강원도 삼척시 (4223000000)","63,028","33,542","          1.88","31,956","31,072","          1.03"
"강원도 삼척시 도계읍(4223025000)","9,186","5,735","          1.60","4,585","4,601","          1.00"
"강원도 삼척시 원덕읍(4223025300)","3,178","2,095","          1.52","1,682","1,496","          1.12"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,631","990","          1.65","825","806","          1.02"
"강원도 삼척시 근덕면(4223031000)","4,929","3,068","          1.61","2,539","2,390","          1.06"
"강원도 삼척시 하장면(4223032000)","1,260","725","          1.74","688","572","          1.20"
"강원도 삼척시 노곡면(4223033000)","700","431","          1.62","382","318","          1.20"
